num,label,predicton,result,,准确率
8.82E+14,1,0.49156556,0,,
9.48E+15,1,0.7563316,1,,
9.22E+15,1,0.5845774,1,,
8.74E+15,1,0.49977058,0,,
8.66E+15,1,0.6203498,1,,
8.54E+15,1,0.3657362,0,,
9.52E+15,1,0.6331807,1,,
8.52E+15,1,0.5742779,1,,
8.75E+14,1,0.46372873,0,,
9.14E+15,1,0.33726233,0,,
9.13E+15,1,0.37021315,0,,
9.39E+15,1,0.31894803,0,,
9.30E+15,1,0.4760689,0,,
9.29E+15,1,1.49E-05,0,,
9.28E+15,1,0.44216508,0,,
9.27E+15,1,0.6115301,1,,
9.26E+15,1,0.2942828,0,,
8.57E+15,1,0.33240974,0,,
8.80E+15,1,0.74792844,1,,
9.56E+15,1,0.34579262,0,,
8.45E+15,1,0.5663949,1,,
8.67E+15,1,0.6136542,1,,
9.13E+15,1,0.5124902,1,,
8.55E+15,1,0.6842878,1,,
9.41E+15,1,0.59010744,1,,
8.84E+15,1,0.62825555,1,,
8.43E+15,1,0.020812977,0,,
9.10E+15,1,0.19909868,0,,
8.43E+15,1,0.3340687,0,,
9.50E+15,1,0.47290915,0,,
8.57E+15,1,0.6830798,1,,
9.28E+15,1,0.5915964,1,,
9.23E+15,1,0.36726204,0,,
8.94E+15,1,0.12040942,0,,
9.10E+15,1,0.59948957,1,,
9.51E+15,1,0.51007974,1,,
9.39E+15,1,0.7566462,1,,
9.23E+15,1,0.8256987,1,,
9.43E+15,1,0.9989543,1,,
8.82E+15,1,0.5813028,1,,
9.53E+15,1,0.61718905,1,,
9.52E+15,1,0.4777799,0,,
8.82E+15,1,0.7078285,1,,
9.16E+15,1,0.55796707,1,,
8.46E+15,1,0.47197098,0,,
8.97E+15,1,0.66295326,1,,
8.60E+15,1,0.46925384,0,,
8.90E+15,1,0.3787613,0,,
8.92E+15,1,0.40404683,0,,
8.92E+14,1,0.7374374,1,,
8.99E+15,1,0.5347793,1,,
8.47E+15,1,0.67416626,1,,
9.06E+15,1,0.85249555,1,,
9.16E+15,1,0.92686707,1,,
9.04E+15,1,0.68309313,1,,
9.03E+13,1,0.6428981,1,,
9.47E+15,1,0.67120624,1,,
9.27E+15,1,0.44638565,0,,
9.44E+14,1,0.35149202,0,,
9.43E+14,1,0.6108546,1,,
9.07E+15,1,0.6214,1,,
9.06E+15,1,0.5920382,1,,
9.04E+15,1,0.47016793,0,,
9.20E+15,1,0.630561,1,,
9.06E+15,1,0.6370779,1,,
9.15E+14,1,0.40631568,0,,
9.15E+14,1,0.37493137,0,,
8.89E+14,1,0.70706934,1,,
8.72E+15,1,0.61057985,1,,
9.56E+15,1,0.40416092,0,,
9.16E+15,1,0.79740006,1,,
9.03E+15,1,0.39279547,0,,
9.35E+15,1,0.68477005,1,,
8.78E+15,1,0.59817153,1,,
8.67E+15,1,0.40163,0,,
9.12E+15,1,0.38867027,0,,
8.94E+15,1,0.53623974,1,,
8.70E+15,1,0.5481468,1,,
9.29E+15,1,0.40925348,0,,
9.27E+15,1,0.71607774,1,,
9.10E+15,1,0.31916323,0,,
8.89E+15,1,0.7383503,1,,
8.81E+15,1,0.59544337,1,,
8.96E+15,1,0.52983564,1,,
8.92E+15,1,0.7325285,1,,
8.87E+15,1,0.88814217,1,,
8.54E+15,1,0.51781976,1,,
8.62E+15,1,0.7259166,1,,
9.17E+15,1,0.51372826,1,,
8.51E+15,1,0.3756805,0,,
8.87E+15,1,0.7584601,1,,
9.03E+15,1,0.45148316,0,,
9.50E+15,1,0.6565274,1,,
9.23E+15,1,0.67510545,1,,
9.04E+15,1,0.3365846,0,,
8.71E+15,1,0.49677166,0,,
8.60E+15,1,0.5357929,1,,
9.02E+14,1,0.54711646,1,,
8.71E+15,1,0.38161182,0,,
8.71E+15,1,0.41290238,0,,
8.65E+15,1,0.3082629,0,,
9.31E+15,1,0.50614744,1,,
9.30E+15,1,0.5074205,1,,
9.51E+15,1,0.7195755,1,,
8.90E+15,1,0.64575624,1,,
8.90E+15,1,0.22925206,0,,
9.06E+15,1,0.25022346,0,,
8.96E+15,1,0.62707543,1,,
9.22E+15,1,0.5084542,1,,
9.46E+15,1,0.78817964,1,,
8.65E+15,1,0.57802194,1,,
9.42E+15,1,0.5460583,1,,
8.43E+15,1,0.41389003,0,,
9.24E+15,1,0.49507892,0,,
9.11E+15,1,0.41262546,0,,
9.13E+15,1,0.76073664,1,,
8.83E+15,1,0.32783172,0,,
8.45E+15,1,0.99579465,1,,
8.62E+14,1,0.4082757,0,,
8.63E+15,1,0.49974984,0,,
8.68E+15,1,0.358725,0,,
8.69E+15,1,0.7417511,1,,
8.69E+15,1,0.71245295,1,,
9.22E+14,1,0.6464,1,,
9.09E+15,1,0.625193,1,,
8.58E+15,1,0.79412866,1,,
9.39E+15,1,0.74387693,1,,
8.66E+15,1,0.2992493,0,,
9.30E+15,1,0.5270505,1,,
9.29E+15,1,0.71868247,1,,
9.09E+15,1,0.5845613,1,,
8.89E+15,1,0.5012728,1,,
9.14E+15,1,0.49965775,0,,
9.53E+15,1,0.6940065,1,,
9.02E+15,1,0.5639131,1,,
9.05E+15,1,0.579711,1,,
9.01E+15,1,0.52655405,1,,
9.09E+15,1,0.5172258,1,,
9.53E+15,1,0.3015239,0,,
9.52E+15,1,0.6780148,1,,
9.54E+15,1,0.19093123,0,,
9.36E+15,1,0.67614126,1,,
9.12E+15,1,0.64604414,1,,
9.25E+14,1,0.7453973,1,,
9.36E+15,1,0.9213954,1,,
9.36E+15,1,0.63946426,1,,
9.23E+15,1,0.50825906,1,,
9.30E+15,1,0.5900929,1,,
8.97E+15,1,0.18230887,0,,
8.97E+15,1,0.9719136,1,,
9.38E+15,1,0.66522235,1,,
9.38E+15,1,0.49698186,0,,
9.53E+15,1,0.47763252,0,,
8.43E+15,1,0.45848572,0,,
8.63E+15,1,0.8316836,1,,
8.99E+15,1,0.6289623,1,,
9.32E+15,1,0.73583513,1,,
9.36E+15,1,0.58187795,1,,
8.96E+15,1,0.5726867,1,,
8.55E+15,1,0.5143734,1,,
9.08E+15,1,0.31725082,0,,
9.00E+15,1,0.85479605,1,,
9.32E+15,1,0.70979446,1,,
8.93E+14,1,0.58337,1,,
9.37E+15,1,0.20456602,0,,
9.25E+15,1,0.49950883,0,,
9.37E+15,1,0.5256213,1,,
9.09E+15,1,0.32357588,0,,
9.02E+15,1,0.021631869,0,,
9.21E+15,1,0.51053584,1,,
9.47E+14,1,0.6297112,1,,
9.28E+15,1,0.77667445,1,,
8.97E+15,1,0.76361954,1,,
9.37E+15,1,0.592596,1,,
9.05E+15,1,0.7343617,1,,
8.78E+14,1,0.63793397,1,,
9.36E+15,1,0.26656047,0,,
9.38E+15,1,0.5995798,1,,
9.51E+15,1,0.52342534,1,,
9.35E+15,1,0.6954735,1,,
8.83E+15,1,0.33457473,0,,
8.97E+15,1,0.48615828,0,,
8.99E+14,1,0.7202993,1,,
9.03E+14,1,0.5699116,1,,
9.37E+14,1,0.56593275,1,,
8.99E+15,1,0.5449328,1,,
8.97E+15,1,0.39647216,0,,
9.36E+15,1,0.41897857,0,,
9.39E+15,1,0.5051178,1,,
8.61E+15,1,0.7115757,1,,
8.98E+15,1,0.6908543,1,,
9.31E+15,1,0.40244716,0,,
9.05E+15,1,0.7728069,1,,
9.16E+15,1,0.44525242,0,,
8.95E+15,1,0.34557557,0,,
9.32E+15,1,0.8136043,1,,
9.06E+15,1,0.5818487,1,,
8.96E+15,1,0.6431762,1,,
9.22E+14,1,0.49588645,0,,
8.96E+15,1,0.62774956,1,,
8.88E+15,1,0.5633454,1,,
9.27E+15,1,0.49999905,0,,
9.02E+15,1,0.6167609,1,,
8.80E+15,1,0.6903274,1,,
9.32E+15,1,0.6406002,1,,
8.57E+15,1,0.9999487,1,,
9.45E+14,1,0.3523502,0,,
9.25E+15,1,0.83116674,1,,
8.46E+15,1,0.3440739,0,,
8.49E+15,1,0.40279472,0,,
9.26E+15,1,0.5645739,1,,
9.02E+15,1,0.6424242,1,,
9.12E+15,1,0.62401307,1,,
9.01E+15,1,0.40856078,0,,
8.83E+14,1,0.5566164,1,,
8.99E+15,1,0.59654695,1,,
8.97E+13,1,0.5604745,1,,
8.78E+15,1,0.79978067,1,,
9.25E+15,1,0.42824554,0,,
9.37E+15,1,0.51992667,1,,
9.32E+15,1,0.6158197,1,,
9.38E+15,1,0.2768711,0,,
9.37E+15,1,0.7050901,1,,
9.00E+15,1,0.58621746,1,,
7.21E+15,1,0.517397,1,,
9.10E+14,1,0.19160932,0,,
8.68E+15,1,0.52814347,1,,
8.76E+15,1,0.468573,0,,
8.64E+14,1,0.6586319,1,,
8.97E+15,1,0.61314416,1,,
9.30E+15,1,0.36328042,0,,
9.13E+15,1,0.6128839,1,,
9.23E+15,1,0.39365137,0,,
9.23E+14,1,0.30610237,0,,
8.74E+15,1,0.3712487,0,,
9.14E+15,1,0.5288929,1,,
9.23E+15,1,0.4717471,0,,
9.16E+15,1,0.5707508,1,,
9.24E+15,1,0.5017573,1,,
9.56E+15,1,0.47640607,0,,
9.13E+15,1,0.92921853,1,,
9.33E+15,1,0.7380699,1,,
9.41E+15,1,0.52947235,1,,
9.41E+15,1,0.6339131,1,,
9.25E+15,1,0.5035514,1,,
9.02E+15,1,0.34035665,0,,
8.69E+15,1,0.6290766,1,,
8.67E+15,1,0.36596078,0,,
9.30E+15,1,0.5202089,1,,
8.56E+15,1,0.70393884,1,,
9.23E+15,1,0.76169676,1,,
9.56E+15,1,0.3639044,0,,
9.55E+15,1,0.60618514,1,,
8.53E+15,1,0.48067388,0,,
8.61E+15,1,0.9991266,1,,
8.58E+15,1,0.70608735,1,,
9.47E+15,1,0.33317444,0,,
9.44E+14,1,0.32029402,0,,
9.21E+15,1,0.3893521,0,,
9.34E+15,1,0.24871838,0,,
8.93E+15,1,0.35870323,0,,
9.36E+15,1,0.37478593,0,,
9.35E+15,1,0.38512558,0,,
9.48E+15,1,0.2956184,0,,
9.16E+15,1,0.3583525,0,,
9.16E+15,1,0.29648954,0,,
8.99E+15,1,0.24424265,0,,
9.14E+15,1,0.43597537,0,,
9.48E+15,1,0.4472587,0,,
8.94E+15,1,0.23536922,0,,
9.52E+15,1,0.323373,0,,
8.72E+15,1,0.33350945,0,,
9.51E+15,1,0.3784248,0,,
8.76E+15,1,0.5654629,1,,
8.92E+15,1,0.20037252,0,,
9.42E+15,1,0.6455026,1,,
9.34E+15,1,0.17862052,0,,
8.64E+15,1,0.26713935,0,,
8.87E+15,1,0.3534714,0,,
8.96E+15,1,0.5512655,1,,
8.53E+15,1,0.5962107,1,,
8.72E+14,1,0.5226017,1,,
8.90E+15,1,0.13271992,0,,
9.11E+15,1,0.34692368,0,,
9.41E+15,1,0.13962077,0,,
8.68E+15,1,0.30331942,0,,
8.47E+15,1,0.5507244,1,,
9.30E+15,1,0.7198432,1,,
8.98E+15,1,0.59639853,1,,
9.37E+14,1,0.39993155,0,,
8.55E+15,1,0.268274,0,,
8.56E+15,1,0.40128654,0,,
8.95E+15,1,0.36318484,0,,
9.56E+14,1,0.5682637,1,,
9.47E+15,1,0.16666909,0,,
8.94E+15,1,0.31377944,0,,
9.07E+15,1,0.6003384,1,,
9.26E+15,1,0.82169664,1,,
8.63E+15,1,0.3714158,0,,
8.67E+15,1,0.54402804,1,,
9.30E+15,1,0.5015236,1,,
8.77E+14,1,0.8153946,1,,
8.53E+15,1,0.4900288,0,,
9.52E+15,1,0.7627132,1,,
8.90E+15,1,0.270367,0,,
8.49E+15,1,0.7653994,1,,
8.91E+15,1,0.54224634,1,,
8.70E+15,1,0.60758775,1,,
8.92E+15,1,0.25045002,0,,
8.80E+15,1,0.29736626,0,,
