num,label,predicton,result,新闻类型,准确率
2850498997,1,0.5979063,1,,
2116458,1,0.6183722,1,,
3165034309,1,0.53947836,1,,
8528825029,1,0.720634,1,,
8119809755,1,0.44714487,0,,
9190177479,1,0.28329375,0,,
645995617,1,0.6389874,1,,
9250386784,1,0.62387604,1,,
1266889667,1,0.5875221,1,,
7404608123,1,0.53927654,1,,
4271815483,1,0.45984858,0,,
7025900082,1,-1,0,,
2527168819,1,0.68815017,1,,
5600980278,1,-1,0,,
2962102677,1,-1,0,,
9815439374,1,0.15415294,0,,
5327143369,1,0.81485075,1,,
2294122233,1,0.002025387,0,,
7572618844,1,0.24589583,0,,
4154743873,1,-1,0,,
5668487773,1,0.7985097,1,,
2913146907,1,0.1923414,0,,
4667952878,1,0.7420187,1,,
5997198933,1,-1,0,,
4953360352,1,0.59703785,1,,
5986384765,1,0.40972793,0,,
4790479997,1,0.7243114,1,,
2745072180,1,0.94204634,1,,
9512231101,1,-1,0,,
693095047,1,0.6882361,1,,
5940521758,1,0.92210716,1,,
9660207460,1,-1,0,,
3230976793,1,-1,0,,
4376228304,1,0.60036033,1,,
5127006637,1,0.7482567,1,,
1738357324,1,0.002564812,0,,
7115346331,1,0.5354832,1,,
7250099627,1,0.6438454,1,,
8326745047,1,0.45768142,0,,
9623729192,1,0.7569158,1,,
3864619614,1,-1,0,,
3795940197,1,0.7285143,1,,
2225119088,1,-1,0,,
32866435,1,0.8793204,1,,
5154064086,1,-1,0,,
7983975408,1,-1,0,,
4568998185,1,0.20013,0,,
1410407190,1,0.71603894,1,,
388110790,1,-1,0,,
3152438060,1,0.99174833,1,,
1177821751,1,0.18069802,0,,
6088789519,1,0.4547174,0,,
8526059175,1,-1,0,,
1537399397,1,0.97259,1,,
7158791258,1,0.3421687,0,,
2970470770,1,0.60300636,1,,
6820892861,1,0.9790218,1,,
6849600605,1,0.6030288,1,,
9109637963,1,0.96748614,1,,
4145067305,1,0.5416063,1,,
242084790,1,0.9163257,1,,
8282284701,1,0.8068939,1,,
7598163176,1,0.75103056,1,,
9566577328,1,-1,0,,
289387905,1,0.6082069,1,,
7693376456,1,0.61740226,1,,
3605784923,1,0.6133064,1,,
8982221760,1,0.61615944,1,,
6294819408,1,0.9792882,1,,
197053823,1,0.42005336,0,,
8569172943,1,0.52937806,1,,
4479215560,1,0.31121302,0,,
6438184107,1,0.50955856,1,,
6776046000,1,0.95689076,1,,
5889346481,1,-1,0,,
952055476,1,0.12341844,0,,
7825918333,1,0.57477444,1,,
5648108033,1,0.73584104,1,,
4090764034,1,0.24589139,0,,
7684902856,1,0.9536039,1,,
9639469508,1,0.7862773,1,,
2422935746,1,0.5858256,1,,
8916816781,1,0.93398106,1,,
3054455202,1,0.53890103,1,,
571249583,1,0.38765585,0,,
5583200543,1,-1,0,,
140849966,1,0.8441252,1,,
8330581018,1,0.27897528,0,,
8502495536,1,0.8276096,1,,
2168621405,1,0.543444,1,,
5559086342,1,0.526225,1,,
4135229344,1,0.4155362,0,,
2752076392,1,0.5609001,1,,
7847554712,1,0.526668,1,,
8621073505,1,0.4606486,0,,
1212267256,1,0.76074535,1,,
1258552214,1,0.36774284,0,,
2122263353,1,0.6368458,1,,
3666075690,1,0.98574096,1,,
8923883032,1,0.7282628,1,,
6660536658,1,0.6548204,1,,
1675667628,1,0.6312339,1,,
3202228811,1,0.42951047,0,,
7429601831,1,0.81834435,1,,
7231509293,1,0.09823517,0,,
3066088888,1,0.9700276,1,,
730736439,1,0.41087195,0,,
8029018483,1,0.5457806,1,,
9166843798,1,-1,0,,
2970312744,1,0.3650663,0,,
6624787872,1,0.95995426,1,,
2419841037,1,0.68681973,1,,
2634704496,1,0.32938597,0,,
6725857895,1,0.8343469,1,,
2452927941,1,-1,0,,
3745255453,1,0.63016945,1,,
8237772643,1,0.79803264,1,,
4894634035,1,0.8287555,1,,
9658632569,1,-1,0,,
3222244840,1,0.30552536,0,,
5881128002,1,0.97490287,1,,
4757444837,1,0.8692175,1,,
7665241500,1,-1,0,,
8155202222,1,0.36017016,0,,
1247287686,1,-1,0,,
2106563544,1,0.2292658,0,,
9759059517,1,0.74984825,1,,
2480559335,1,0.45619515,0,,
7453253042,1,0.4945619,0,,
2341104097,1,-1,0,,
7762159427,1,-1,0,,
3222492495,1,0.4339236,0,,
9928044092,1,0.3656504,0,,
4763534666,1,0.17360887,0,,
1020335052,1,-1,0,,
4529974087,1,0.7643701,1,,
9821554836,1,0.986622,1,,
967291458,1,0.35452777,0,,
8967672351,1,0.119238354,0,,
433489352,1,0.11553258,0,,
2179465980,1,-1,0,,
614417812,1,0.859322,1,,
7470090166,1,0.6583632,1,,
5745570521,1,0.6996053,1,,
8940647540,1,0.7466322,1,,
789310692,1,0.5383965,1,,
5008586397,1,0.50267977,1,,
5144724371,1,0.7539106,1,,
2762135652,1,-1,0,,
7850068421,1,0.5147785,1,,
5555597501,1,0.43095505,0,,
9620918411,1,0.60362995,1,,
7078948263,1,0.2910956,0,,
1987636422,1,0.4591597,0,,
971921890,1,0.26231208,0,,
3693445154,1,0.63897544,1,,
8609335343,1,0.2844315,0,,
5173208358,1,0.4757741,0,,
3656053473,1,0.26436603,0,,
4069902609,1,0.5186052,1,,
8664298438,1,0.6779209,1,,
2936134282,1,0.23305754,0,,
213925729,1,0.880908,1,,
8632935108,1,-1,0,,
938843141,1,0.20459846,0,,
5989177922,1,0.7296914,1,,
7506187709,1,0.5398784,1,,
6563860366,1,0.45992878,0,,
9757246280,1,0.11670467,0,,
31065928,1,0.51332045,1,,
4439781595,1,0.38320228,0,,
2238070228,1,0.7944309,1,,
1014636162,1,-1,0,,
8156516597,1,0.6344868,1,,
4127686001,1,0.68771785,1,,
3452563867,1,0.4238684,0,,
7940502853,1,-1,0,,
293723332,1,0.9847976,1,,
7510176516,1,0.65890473,1,,
1975320125,1,0.42686453,0,,
6362183032,1,0.33632514,0,,
5290064457,1,-1,0,,
3476895867,1,0.45556703,0,,
6253888637,1,0.9322867,1,,
1151972925,1,-1,0,,
2586454156,1,-1,0,,
9950542678,1,0.28772742,0,,
6457941025,1,0.6706863,1,,
1188213997,1,0.3964564,0,,
7207527902,1,-1,0,,
9285642638,1,0.3336071,0,,
8929202488,1,0.9236867,1,,
7580783559,1,0.6564171,1,,
4668215613,1,0.56888473,1,,
9202141658,1,0.48385748,0,,
7558314772,1,0.38039798,0,,
2844019630,1,0.7666995,1,,
5021810538,1,-1,0,,
9772762855,1,0.37507927,0,,
1260082508,1,0.39501902,0,,
8221846371,1,0.7169059,1,,
8829213246,1,0.19524561,0,,
9383450863,1,0.8519396,1,,
7351488328,1,0.89288956,1,,
4471293231,1,0.4845403,0,,
2205318349,1,-1,0,,
1955766846,1,0.6428028,1,,
745116685,1,0.63977766,1,,
5257024137,1,0.0930592,0,,
3861067342,1,0.8877477,1,,
698437440,1,0.5653585,1,,
846907177,1,-1,0,,
4768336851,1,0.91893804,1,,
5846125151,1,0.3409653,0,,
7686810284,1,0.2958116,0,,
9359253422,1,0.24885991,0,,
6399415850,1,0.6943749,1,,
6724787338,1,0.3786077,0,,
2982734156,1,0.28528947,0,,
7485333505,1,0.42893997,0,,
5750046920,1,0.3465458,0,,
5013441642,1,0.39223278,0,,
3724090406,1,0.21597488,0,,
6588325659,1,0.56581295,1,,
1770549032,1,0.9582332,1,,
1250694086,1,0.7043292,1,,
9838996716,1,0.38894796,0,,
5310327614,1,0.24360271,0,,
2077133127,1,0.8256815,1,,
7705440500,1,0.8930531,1,,
2121835149,1,0.22517562,0,,
2685135840,1,-1,0,,
6638285644,1,0.8368849,1,,
8754918117,1,0.6499487,1,,
2243489428,1,0.45630747,0,,
5073552813,1,0.40159443,0,,
6828006698,1,0.63320935,1,,
2220392042,1,0.6474211,1,,
7018727955,1,0.5540706,1,,
2220709136,1,0.63195854,1,,
3526525384,1,0.82121944,1,,
6913215786,1,0.90472746,1,,
1517816546,1,0.5331155,1,,
8887202012,1,0.55518955,1,,
5760931012,1,0.48335215,0,,
1398529432,1,0.598835,1,,
4970023834,1,0.43114546,0,,
716685661,1,0.08201539,0,,
6414772244,1,0.51374185,1,,
8885333485,1,0.6643027,1,,
590441805,1,-1,0,,
5012694464,1,0.6833262,1,,
6921578356,1,0.49580213,0,,
6390608108,1,0.80091655,1,,
209087221,1,0.7035086,1,,
4780852492,1,0.55868065,1,,
7313900095,1,0.975441,1,,
1637698980,1,0.5642677,1,,
2514104692,1,0.49570906,0,,
9406231872,1,0.6333241,1,,
7114277741,1,0.79655445,1,,
2176268957,1,0.613166,1,,
1134125875,1,0.95676774,1,,
2311657471,1,0.08252244,0,,
6503389654,1,0.9215252,1,,
2798661238,1,0.61574924,1,,
9837234192,1,-1,0,,
8840558724,1,0.55834866,1,,
2993074213,1,-1,0,,
9058314786,1,0.98077583,1,,
3297070329,1,0.7278729,1,,
722310849,1,0.4857068,0,,
4821281886,1,0.5290106,1,,
9239145633,1,-1,0,,
1960059295,1,0.6307412,1,,
2266317886,1,0.15454419,0,,
9637093116,1,-1,0,,
1995680109,1,0.8489255,1,,
3016579480,1,0.96232265,1,,
4311791656,1,0.4660369,0,,
994194865,1,0.8760175,1,,
4258497840,1,0.6498071,1,,
5144862894,1,0.38305283,0,,
236447602,1,0.5182962,1,,
9904513008,1,0.73975587,1,,
314846913,1,0.78426945,1,,
8586044284,1,0.63547564,1,,
4398953204,1,0.98711085,1,,
6982710185,1,0.28770912,0,,
7343229178,1,0.9549246,1,,
1843377871,1,-1,0,,
5084250318,1,0.20592746,0,,
6269709562,1,-1,0,,
9091201983,1,0.30647978,0,,
7261426492,1,0.6227285,1,,
7890911428,1,0.9590474,1,,
28284230,1,-1,0,,
2419353601,1,0.29085574,0,,
351430968,1,0.26930243,0,,
8353894138,1,-1,0,,
6941098368,1,0.67846066,1,,
5758053477,1,0.8194215,1,,
5119405298,1,0.39048022,0,,
8047164046,1,0.74034226,1,,
5584092319,1,0.5817499,1,,
7255648147,1,0.48670688,0,,
3189527671,1,-1,0,,
3146968869,1,0.4534843,0,,
9886828867,1,-1,0,,
6451659869,1,0.5355143,1,,
7532679120,1,0.8299195,1,,
8755915248,1,0.24208386,0,,
5533222267,1,0.5402429,1,,
5215807248,1,0.9627162,1,,
9919498974,1,0.6781019,1,,
7562477755,1,0.92937857,1,,
8862742609,1,0.5482378,1,,
394386553,1,0.51840717,1,,
5985910918,1,0.3732871,0,,
9553363490,1,0.2991325,0,,
3714410350,1,0.67052704,1,,
2663107661,1,0.25046718,0,,
6629014522,1,-1,0,,
7591988667,1,-1,0,,
7259617407,1,0.13891017,0,,
3800177373,1,-1,0,,
1448667119,1,0.8347886,1,,
4050914559,1,0.9188134,1,,
8503469704,1,0.3654843,0,,
5122347544,1,-1,0,,
8684672120,1,0.9760473,1,,
7028678112,1,0.57658607,1,,
777705305,1,-1,0,,
5422473729,1,0.8292932,1,,
6345761457,1,0.14422724,0,,
3259609252,1,0.6058628,1,,
460395587,1,0.7031302,1,,
1426832166,1,0.4514426,0,,
2024808843,1,0.8336522,1,,
4784074017,1,0.42537886,0,,
5174730972,1,0.011022206,0,,
8565682825,1,0.39229393,0,,
3976046218,1,0.9096491,1,,
6147600959,1,-1,0,,
1055577574,1,0.7377075,1,,
2634690154,1,0.74297607,1,,
1251383153,1,0.8819529,1,,
6953480338,1,0.17192543,0,,
4529241230,1,0.9070629,1,,
8046287196,1,0.73088306,1,,
4719602650,1,0.2615748,0,,
3454213730,1,0.5966569,1,,
5265362158,1,-1,0,,
2841919245,1,0.32454273,0,,
9078944877,1,0.7549464,1,,
4024992311,1,0.8740466,1,,
5161133028,1,-1,0,,
4452087097,1,0.9021687,1,,
5233313461,1,0.68024856,1,,
168175528,1,-1,0,,
2970855725,1,-1,0,,
9507197017,1,0.9810928,1,,
4372521204,1,0.9515404,1,,
2472082245,1,0.42415205,0,,
9754080475,1,0.773389,1,,
5780624942,1,-1,0,,
8393026790,1,0.6782589,1,,
5008719868,1,-1,0,,
5250569328,1,0.97522247,1,,
7094428280,1,0.8726666,1,,
185105069,1,-1,0,,
7575054950,1,0.67583394,1,,
4469154661,1,0.31577867,0,,
9907755425,1,0.45911792,0,,
7455600910,1,0.920402,1,,
7913189384,1,0.79566693,1,,
6950860813,1,0.44264406,0,,
4810536767,1,0.70125884,1,,
1589416456,1,-1,0,,
3493617375,1,0.551576,1,,
9288489962,1,0.85589254,1,,
2532348673,1,0.757119,1,,
1445432909,1,0.25859654,0,,
9175416718,1,0.97109276,1,,
3548262497,1,0.89951146,1,,
2167384102,1,0.67917866,1,,
1380587821,1,0.76457065,1,,
6916177825,1,0.36623177,0,,
2426265642,1,0.31682253,0,,
4375192538,1,0.3545613,0,,
9713275683,1,0.5565183,1,,
8633373261,1,0.37652862,0,,
9245155922,1,-1,0,,
8206663318,1,0.7124604,1,,
3800163388,1,0.43884245,0,,
1789973138,1,0.5196965,1,,
6259225104,1,0.32409206,0,,
5077951266,1,0.48882186,0,,
7192816740,1,0.7682022,1,,
207678159,1,0.5127761,1,,
5755116247,1,0.64458543,1,,
3404508571,1,0.5805668,1,,
628139482,1,0.83646065,1,,
2697600454,1,0.737162,1,,
8354549164,1,0.41169208,0,,
1417462600,1,0.89168835,1,,
726883252,1,0.19877042,0,,
2637418294,1,0.09864986,0,,
5896792059,1,0.78335243,1,,
157100313,1,0.38932255,0,,
9544512911,1,-1,0,,
3326678304,1,0.18307133,0,,
1605279754,1,0.49725318,0,,
8976766693,1,0.7826174,1,,
8143064937,1,0.062151562,0,,
3260782116,1,0.36480448,0,,
3534951375,1,-1,0,,
4561895255,1,0.8111129,1,,
3555429722,1,0.50025666,1,,
3245561780,1,0.8262576,1,,
2628357669,1,0.46294844,0,,
8004000730,1,-1,0,,
9568572354,1,0.54421085,1,,
1635803164,1,0.5770401,1,,
4056386544,1,0.49795303,0,,
2762182297,1,0.82046485,1,,
3335184635,1,0.8225455,1,,
1501672732,1,0.67475,1,,
3264510599,1,0.6766039,1,,
6690531048,1,0.55621827,1,,
7697671735,1,0.7107022,1,,
9357916591,1,0.9056451,1,,
7271225774,1,0.3615362,0,,
7889565756,1,0.14267103,0,,
9619738313,1,0.8799224,1,,
7668253636,1,0.022965979,0,,
9088228404,1,0.938762,1,,
6857674423,1,0.7712215,1,,
3663541013,1,0.80287343,1,,
6305593235,1,0.67134345,1,,
4081333587,1,0.1765651,0,,
911205800,1,0.16394648,0,,
8055383376,1,0.97332823,1,,
9123307126,1,0.79605216,1,,
8421669804,1,0.9328843,1,,
2575330358,1,0.7577719,1,,
7135588988,1,0.4026051,0,,
3584568934,1,0.6374374,1,,
7232715377,1,0.78790337,1,,
1188990128,1,0.18616405,0,,
7111224291,1,0.54687214,1,,
3329043708,1,0.6137604,1,,
1929736766,1,0.32671398,0,,
8886605619,1,0.6776603,1,,
6939779423,1,0.7925875,1,,
1748374912,1,0.48174763,0,,
746486081,1,0.021700032,0,,
7574436489,1,0.6790721,1,,
7175212322,1,0.91480774,1,,
6594332926,1,-1,0,,
2981124886,1,0.48363712,0,,
12955535,1,-1,0,,
7868082407,1,0.57941395,1,,
8360282719,1,0.6270659,1,,
1745549479,1,0.43370098,0,,
9024002184,1,0.21612567,0,,
8308036378,1,-1,0,,
455404889,1,-1,0,,
1525600180,1,0.0309277,0,,
9651389426,1,0.6883639,1,,
9193321517,1,0.64762145,1,,
5162567437,1,-1,0,,
281278607,1,0.96505415,1,,
8805042164,1,0.7730545,1,,
6689555762,1,0.6266702,1,,
2401725141,1,-1,0,,
1716950828,1,0.054733038,0,,
5305764220,1,0.81384397,1,,
386775335,1,0.40737724,0,,
388924876,1,0.6912201,1,,
7073979401,1,-1,0,,
7222138560,1,0.7439086,1,,
7516056437,1,0.30570135,0,,
8749167814,1,0.7812503,1,,
9544688732,1,0.5264902,1,,
1143106542,1,0.7487625,1,,
3173304545,1,0.017113123,0,,
4707272934,1,0.9934857,1,,
8586162031,1,0.48108965,0,,
9986525919,1,0.54532164,1,,
3767932547,1,-1,0,,
4606615612,1,0.7724875,1,,
3052185503,1,0.6823901,1,,
4209182367,1,0.96594864,1,,
9034998295,1,-1,0,,
3888342088,1,0.6509468,1,,
1968675605,1,0.36319056,0,,
7028000763,1,0.1739534,0,,
844790845,1,0.63981754,1,,
7806518653,1,0.7291576,1,,
6007489778,1,0.3860443,0,,
7691210644,1,0.9602769,1,,
5271897559,1,0.77461,1,,
214133115,1,0.697267,1,,
5846132262,1,0.38460472,0,,
8556784849,1,0.40377516,0,,
958858124,1,0.7439515,1,,
5030407302,1,-1,0,,
795756971,1,0.7260571,1,,
5095709365,1,0.6191117,1,,
8126566490,1,0.9095607,1,,
9000670894,1,0.2528993,0,,
2406635871,1,0.6764864,1,,
5874560790,1,0.91434354,1,,
7411686847,1,0.742733,1,,
4298568194,1,0.94849014,1,,
9800211975,1,0.8244269,1,,
2920108044,1,0.4063491,0,,
785456532,1,0.60568345,1,,
1105091447,1,0.88702023,1,,
9339359485,1,0.7526646,1,,
9754344080,1,0.5010334,1,,
1849541375,1,-1,0,,
2443258010,1,0.98031783,1,,
6255257999,1,0.4546639,0,,
4565438794,1,0.45889845,0,,
9124312881,1,0.6990253,1,,
6219083016,1,0.28798544,0,,
7642653086,1,0.6444807,1,,
3131203056,1,0.97055656,1,,
7577551907,1,0.92157584,1,,
3023813681,1,0.70103306,1,,
1711630759,1,0.7061302,1,,
6645380580,1,0.76181155,1,,
798249568,1,0.7075878,1,,
4606959328,1,-1,0,,
1464042891,1,-1,0,,
734040863,1,0.4690058,0,,
8975289821,1,0.3521104,0,,
8328989251,1,0.42471358,0,,
9934318467,1,0.54420143,1,,
2623280525,1,0.32462218,0,,
8241683954,1,0.6760539,1,,
6861973641,1,0.67477584,1,,
8002247687,1,0.16690898,0,,
22610604,1,-1,0,,
3465787164,1,0.42781883,0,,
4412029018,1,0.33654568,0,,
2279820101,1,-1,0,,
1211097930,1,0.88314223,1,,
8617484084,1,0.8033762,1,,
7796728861,1,0.65029985,1,,
5373758490,1,0.16618799,0,,
777836757,1,0.6075114,1,,
109358738,1,0.39464626,0,,
4107248119,1,0.66496265,1,,
7343282452,1,0.47693714,0,,
1300270872,1,0.08598392,0,,
5112442905,1,0.98246425,1,,
7242485552,1,0.7939314,1,,
2230273583,1,0.9801039,1,,
4988392907,1,0.49450976,0,,
9729699482,1,0.54916495,1,,
6227263697,1,0.52851903,1,,
33469609,1,0.9552028,1,,
8397403501,1,0.9445869,1,,
2994577101,1,0.8621252,1,,
1455024839,1,0.19048895,0,,
3484504330,1,0.66284966,1,,
1277601040,1,0.6080374,1,,
4256841782,1,0.4132061,0,,
6681393212,1,0.93706954,1,,
9227872746,1,0.5176379,1,,
3300618073,1,0.6270588,1,,
9852868069,1,0.35717282,0,,
8534066846,1,-1,0,,
4984406861,1,0.808736,1,,
1252725097,1,0.75598586,1,,
6524879158,1,0.50006354,1,,
8276559596,1,0.23585743,0,,
1888291843,1,0.6338404,1,,
7362046593,1,0.26156932,0,,
6648190566,1,0.08286702,0,,
6825056946,1,0.92272735,1,,
7358263154,1,0.3909155,0,,
8423057498,1,0.7325522,1,,
5164614857,1,0.63386506,1,,
1698913031,1,0.37094796,0,,
1066426271,1,-1,0,,
7860068681,1,0.53320765,1,,
158160541,1,-1,0,,
2561076686,1,0.4490198,0,,
9962469348,1,0.72257733,1,,
3975938427,1,0.74485046,1,,
3419952443,1,0.8755723,1,,
1051213706,1,0.6979743,1,,
6463873947,1,0.772539,1,,
1985988712,1,0.9635496,1,,
5170578278,1,-1,0,,
5898401316,1,0.8509462,1,,
266203600,1,0.48445114,0,,
3430736744,1,0.5437282,1,,
9066087543,1,0.72153807,1,,
3066576739,1,-1,0,,
4955672121,1,0.14998777,0,,
306189630,1,-1,0,,
6248988606,1,0.41136366,0,,
5140313352,1,0.3309942,0,,
699303448,1,-1,0,,
7704965981,1,0.15229818,0,,
1757374802,1,0.42089784,0,,
6956101681,1,-1,0,,
9881190298,1,0.34997585,0,,
6958094955,1,-1,0,,
931200854,1,-1,0,,
5241021422,1,0.918008,1,,
8184559314,1,-1,0,,
9550802520,1,0.702239,1,,
2036408420,1,0.60494876,1,,
3507902255,1,0.44564456,0,,
4550013418,1,-1,0,,
2332731598,1,-1,0,,
2089437072,1,-1,0,,
2743556403,1,0.3866699,0,,
7356183371,1,0.34478775,0,,
4976926061,1,0.52545017,1,,
9164044001,1,0.9946579,1,,
2793849567,1,0.751641,1,,
8530020915,1,0.2274056,0,,
2661956005,1,0.6661824,1,,
9688342047,1,0.95037776,1,,
6988354769,1,0.88512874,1,,
979982150,1,0.16719803,0,,
5176410105,1,0.7902549,1,,
3179792046,1,0.37793326,0,,
1394099574,1,0.49227664,0,,
3145911767,1,0.9216138,1,,
2621057085,1,0.46842304,0,,
2873467495,1,0.41681334,0,,
5786743687,1,0.29616833,0,,
7308803709,1,-1,0,,
